周波数 (Hz)	レベル (dB)
1089.843750	-63.626595
1092.773438	-63.786327
1095.703125	-63.747738
1098.632812	-63.747631
1101.562500	-63.757931
1104.492188	-63.704029
1107.421875	-63.752541
1110.351562	-63.596718
1113.281250	-63.339859
1116.210938	-64.185829
1119.140625	-63.669594
1122.070312	-63.888145
1125.000000	-63.823742
1127.929688	-63.737537
1130.859375	-63.843533
1133.789062	-63.815842
1136.718750	-63.846561
1139.648438	-63.703220
1142.578125	-63.685570
1145.507812	-63.628029
1148.437500	-63.632885
1151.367188	-63.606434
1154.296875	-63.556816
1157.226562	-63.432377
1160.156250	-63.456238
1163.085938	-63.239231
1166.015625	-63.354008
1168.945312	-63.245533
1171.875000	-63.155506
1174.804688	-63.198360
1177.734375	-63.093147
1180.664062	-63.022511
1183.593750	-62.851280
1186.523438	-62.828720
1189.453125	-62.802448
1192.382812	-62.664783
1195.312500	-62.585480
1198.242188	-62.421375
1201.171875	-62.265549
1204.101562	-62.236462
1207.031250	-62.117233
1209.960938	-61.981976
1212.890625	-61.854084
1215.820312	-61.616669
1218.750000	-61.539265
1221.679688	-61.165428
1224.609375	-61.143684
1227.539062	-60.990978
1230.468750	-60.794338
1233.398438	-60.639309
1236.328125	-60.122482
1239.257812	-60.127869
1242.187500	-59.930828
1245.117188	-59.588211
1248.046875	-59.462738
1250.976562	-59.144394
1253.906250	-58.826813
1256.835938	-58.371819
1259.765625	-58.032791
1262.695312	-57.780895
1265.625000	-57.305435
1268.554688	-56.933506
1271.484375	-56.545330
1274.414062	-55.938522
1277.343750	-55.562202
1280.273438	-54.980953
1283.203125	-54.404720
1286.132812	-53.833965
1289.062500	-53.100204
1291.992188	-52.418709
1294.921875	-51.338486
1297.851562	-50.294090
1300.781250	-49.607075
1303.710938	-48.043137
1306.640625	-46.893795
1309.570312	-45.152134
1312.500000	-42.448601
1315.429688	-38.771313
1318.359375	-33.780636
1321.289062	-28.622715
1324.218750	-21.485016
1327.148438	-33.832825
1330.078125	-38.828609
1333.007812	-42.005005
1335.937500	-44.648972
1338.867188	-46.300854
1341.796875	-47.784904
1344.726562	-49.201557
1347.656250	-50.318405
1350.585938	-51.270958
1353.515625	-51.935406
1356.445312	-52.880119
1359.375000	-53.632568
1362.304688	-52.569855
1365.234375	-54.787502
1368.164062	-55.164173
1371.093750	-54.552811
1374.023438	-56.269566
1376.953125	-56.686543
1379.882812	-57.383381
1382.812500	-57.741146
1385.742188	-56.620541
1388.671875	-58.398739
1391.601562	-58.631477
1394.531250	-59.214523
1397.460938	-59.429588
1400.390625	-59.674404
1403.320312	-60.134975
1406.250000	-60.108303
1409.179688	-60.364677
1412.109375	-60.609749
1415.039062	-61.180508
1417.968750	-61.360710
1420.898438	-60.960442
1423.828125	-61.655029
1426.757812	-61.959671
1429.687500	-61.439594
1432.617188	-62.395180
1435.546875	-61.357033
1438.476562	-62.580765
1441.406250	-63.074799
1444.335938	-63.140354
1447.265625	-63.343410
1450.195312	-63.290730
1453.125000	-63.152836
1456.054688	-63.679283
1458.984375	-63.499397
1461.914062	-63.963745
1464.843750	-63.925770
1467.773438	-64.322525
1470.703125	-64.541840
1473.632812	-64.082413
1476.562500	-64.709648
1479.492188	-64.753014
1482.421875	-64.771774
1485.351562	-65.009583
1488.281250	-65.120934
1491.210938	-65.243927
1494.140625	-65.214729
1497.070312	-65.502563
1500.000000	-65.617950
1502.929688	-65.530342
1505.859375	-65.819946
1508.789062	-65.825356
1511.718750	-65.729843
1514.648438	-66.075768
1517.578125	-65.871185
1520.507812	-66.081047
1523.437500	-66.062828
1526.367188	-64.260910
1529.296875	-66.370979
1532.226562	-66.235825
1535.156250	-66.531273
1538.085938	-66.697548
1541.015625	-66.667183
1543.945312	-66.853012
1546.875000	-66.681114
1549.804688	-66.864372
1552.734375	-66.983597
1555.664062	-66.076302
1558.593750	-67.213219
1561.523438	-66.944366
1564.453125	-67.202629
1567.382812	-67.237732
1570.312500	-67.356422
1573.242188	-67.498077
1576.171875	-67.317215
1579.101562	-67.423073
1582.031250	-67.327942
1584.960938	-67.444649
1587.890625	-67.548355
1590.820312	-67.626625
1593.750000	-66.803162
1596.679688	-67.460663
1599.609375	-67.447701
1602.539062	-67.465324
1605.468750	-66.967964
1608.398438	-67.781837
1611.328125	-68.033875
1614.257812	-67.847885
1617.187500	-68.081635
1620.117188	-68.110550
1623.046875	-68.176064
1625.976562	-68.213982
1628.906250	-68.076134
1631.835938	-68.227913
1634.765625	-68.188049
1637.695312	-68.139786
1640.625000	-68.122093
1643.554688	-67.971809
1646.484375	-67.746628
1649.414062	-69.090797
1652.343750	-68.446838
1655.273438	-68.457085
1658.203125	-68.215752
1661.132812	-68.081055
1664.062500	-68.077347
1666.992188	-67.844353
1669.921875	-68.222298
1672.851562	-66.329849
1675.781250	-67.968605
1678.710938	-67.992325
1681.640625	-68.037689
1684.570312	-68.137741
1687.500000	-68.062317
1690.429688	-68.081154
1693.359375	-67.899628
1696.289062	-67.473572
1699.218750	-67.410866
1702.148438	-66.073837
1705.078125	-66.509354
1708.007812	-66.840309
1710.937500	-66.628433
1713.867188	-66.685211
1716.796875	-66.307838
1719.726562	-66.016602
1722.656250	-65.733849
1725.585938	-62.308704
1728.515625	-64.765465
1731.445312	-63.361664
1734.375000	-62.623802
1737.304688	-62.508610
1740.234375	-61.329800
1743.164062	-61.117966
1746.093750	-59.243099
1749.023438	-58.717140
1751.953125	-55.403202
1754.882812	-48.824043
1757.812500	-46.711029
1760.742188	-45.095455
1763.671875	-34.116734
1766.601562	-42.187592
1769.531250	-46.793079
1772.460938	-53.478947
1775.390625	-55.609238
1778.320312	-56.871151
1781.250000	-59.380718
1784.179688	-59.297764
1787.109375	-61.006252
1790.039062	-61.360424
1792.968750	-62.536037
1795.898438	-64.063187
1798.828125	-63.419998
1801.757812	-64.595116
1804.687500	-64.890373
1807.617188	-65.830338
1810.546875	-66.186707
1813.476562	-66.754478
1816.406250	-66.465935
1819.335938	-66.871857
1822.265625	-66.460938
1825.195312	-67.503326
1828.125000	-65.258324
1831.054688	-67.990166
1833.984375	-68.408035
1836.914062	-67.818016
1839.843750	-68.685455
1842.773438	-68.748795
1845.703125	-69.011490
1848.632812	-69.178284
1851.562500	-69.061623
1854.492188	-69.579468
1857.421875	-68.363457
1860.351562	-67.229019
1863.281250	-68.611626
1866.210938	-68.868439
1869.140625	-68.954132
1872.070312	-67.009117
1875.000000	-69.350960
1877.929688	-69.791214
1880.859375	-69.053406
1883.789062	-69.965240
1886.718750	-69.787521
1889.648438	-70.041374
1892.578125	-70.225189
1895.507812	-70.315308
1898.437500	-70.357124
1901.367188	-70.503189
1904.296875	-69.899048
1907.226562	-70.513809
1910.156250	-70.592934
1913.085938	-70.674965
1916.015625	-70.722160
1918.945312	-70.675293
1921.875000	-70.800926
1924.804688	-70.500984
1927.734375	-70.883156
1930.664062	-70.835297
1933.593750	-69.963654
1936.523438	-70.903961
1939.453125	-70.057243
1942.382812	-71.053917
1945.312500	-71.087837
1948.242188	-70.802460
1951.171875	-71.150215
1954.101562	-71.020302
1957.031250	-71.028847
1959.960938	-71.179184
1962.890625	-70.896088
1965.820312	-71.288834
1968.750000	-71.279892
1971.679688	-71.505508
1974.609375	-71.352478
1977.539062	-71.427490
1980.468750	-71.486511
1983.398438	-71.445999
1986.328125	-71.515305
1989.257812	-71.600067
1992.187500	-71.358086
1995.117188	-71.683838
1998.046875	-71.501480
2000.976562	-71.403664
2003.906250	-71.648148
2006.835938	-71.573700
2009.765625	-71.725716
2012.695312	-71.741249
2015.625000	-71.467880
2018.554688	-71.866051
2021.484375	-71.855141
2024.414062	-71.941048
2027.343750	-71.950386
2030.273438	-71.975548
2033.203125	-72.001884
2036.132812	-71.876709
2039.062500	-71.952957
2041.992188	-71.964394
2044.921875	-71.997238
2047.851562	-72.090706
2050.781250	-70.476189
2053.710938	-72.044479
2056.640625	-71.854233
2059.570312	-69.021515
2062.500000	-71.578911
2065.429688	-71.414551
2068.359375	-71.862511
2071.289062	-72.131264
2074.218750	-71.819466
2077.148438	-71.921478
2080.078125	-72.138451
2083.007812	-71.706802
2085.937500	-71.836891
2088.867188	-72.150177
2091.796875	-72.069939
2094.726562	-70.707474
2097.656250	-72.381439
2100.585938	-72.441811
2103.515625	-70.922188
2106.445312	-72.253975
2109.375000	-71.483841
2112.304688	-72.240242
2115.234375	-72.201820
2118.164062	-72.500732
2121.093750	-72.578491
2124.023438	-72.599594
2126.953125	-72.575996
2129.882812	-72.625526
2132.812500	-72.665115
2135.742188	-72.670624
2138.671875	-72.744507
2141.601562	-72.635719
2144.531250	-72.689064
2147.460938	-71.636505
2150.390625	-72.759682
2153.320312	-72.673225
2156.250000	-72.697815
2159.179688	-72.801979
2162.109375	-72.778648
2165.039062	-72.766586
2167.968750	-72.615616
2170.898438	-72.663063
2173.828125	-72.697189
2176.757812	-70.927696
2179.687500	-73.033478
2182.617188	-69.601761
2185.546875	-69.352402
2188.476562	-70.445580
2191.406250	-68.338242
2194.335938	-61.578548
2197.265625	-60.739159
2200.195312	-57.780228
2203.125000	-59.466228
2206.054688	-47.259140
2208.984375	-58.632401
2211.914062	-59.438061
2214.843750	-59.312271
2217.773438	-67.558060
2220.703125	-68.625458
2223.632812	-68.770477
2226.562500	-69.512482
2229.492188	-68.665031
2232.421875	-71.435379
2235.351562	-68.309319
2238.281250	-71.751511
2241.210938	-72.227928
2244.140625	-71.524658
2247.070312	-72.052116
2250.000000	-70.224297
2252.929688	-70.365395
2255.859375	-71.530991
2258.789062	-66.411392
2261.718750	-72.298897
2264.648438	-71.008453
2267.578125	-71.164833
2270.507812	-72.371391
2273.437500	-72.505783
2276.367188	-72.465118
2279.296875	-71.266357
2282.226562	-67.777496
2285.156250	-71.353897
2288.085938	-71.257790
2291.015625	-71.892807
2293.945312	-70.169151
2296.875000	-71.215027
2299.804688	-72.569168
2302.734375	-68.076950
2305.664062	-72.597939
2308.593750	-72.075356
2311.523438	-71.330109
2314.453125	-72.855919
2317.382812	-71.257706
2320.312500	-71.217339
2323.242188	-73.457893
2326.171875	-73.883141
2329.101562	-73.769043
2332.031250	-71.652107
2334.960938	-72.670090
2337.890625	-72.324852
2340.820312	-73.086937
2343.750000	-73.682281
2346.679688	-72.246246
2349.609375	-73.523216
2352.539062	-73.783310
2355.468750	-71.902336
2358.398438	-73.709923
2361.328125	-71.864426
2364.257812	-73.006584
2367.187500	-72.886673
2370.117188	-73.114349
2373.046875	-73.792801
2375.976562	-73.112518
2378.906250	-71.439896
2381.835938	-72.243866
2384.765625	-71.893463
2387.695312	-73.824181
2390.625000	-73.019020
2393.554688	-73.580643
2396.484375	-73.958710
2399.414062	-73.961136
2402.343750	-73.874008
2405.273438	-73.268456
2408.203125	-72.936859
2411.132812	-73.705597
2414.062500	-72.636322
2416.992188	-73.398056
2419.921875	-72.137337
2422.851562	-71.050949
2425.781250	-73.223122
2428.710938	-72.267281
2431.640625	-73.322075
2434.570312	-73.170692
2437.500000	-71.311638
2440.429688	-74.106689
2443.359375	-71.810097
2446.289062	-73.871391
2449.218750	-73.526077
2452.148438	-74.019142
2455.078125	-74.379723
2458.007812	-70.775795
2460.937500	-74.169739
2463.867188	-73.694481
2466.796875	-73.244553
2469.726562	-74.254128
2472.656250	-73.964989
2475.585938	-74.022324
2478.515625	-74.109138
2481.445312	-73.951317
2484.375000	-74.583740
2487.304688	-74.346825
2490.234375	-74.458206
2493.164062	-74.368759
2496.093750	-73.816475
2499.023438	-74.529373
2501.953125	-73.219933
2504.882812	-73.766800
2507.812500	-74.920631
2510.742188	-74.714371
2513.671875	-74.830940
2516.601562	-74.556992
2519.531250	-74.642548
2522.460938	-74.733521
2525.390625	-74.889961
2528.320312	-75.022263
2531.250000	-71.266937
2534.179688	-73.861885
2537.109375	-74.330734
2540.039062	-71.080574
2542.968750	-74.204025
2545.898438	-74.171448
2548.828125	-73.866814
2551.757812	-74.414566
2554.687500	-74.548767
2557.617188	-74.473274
2560.546875	-74.285469
2563.476562	-73.705841
2566.406250	-74.307472
2569.335938	-72.118515
2572.265625	-74.042892
2575.195312	-74.009933
2578.125000	-74.235603
2581.054688	-74.202301
2583.984375	-74.014885
2586.914062	-73.867310
2589.843750	-73.686256
2592.773438	-73.389595
2595.703125	-73.489120
2598.632812	-73.234589
2601.562500	-73.150452
2604.492188	-72.781052
2607.421875	-72.454704
2610.351562	-72.088211
2613.281250	-71.617165
2616.210938	-71.068649
2619.140625	-70.397583
2622.070312	-69.529778
2625.000000	-68.688118
2627.929688	-67.531952
2630.859375	-65.963272
2633.789062	-63.813061
2636.718750	-60.629025
2639.648438	-58.620697
2642.578125	-52.741798
2645.507812	-44.062275
2648.437500	-46.731434
2651.367188	-49.144814
2654.296875	-58.720081
2657.226562	-60.899677
2660.156250	-61.670185
2663.085938	-64.060020
2666.015625	-65.799347
2668.945312	-67.232399
2671.875000	-67.770638
2674.804688	-67.763054
2677.734375	-68.892311
2680.664062	-69.080429
2683.593750	-69.370216
2686.523438	-67.988914
2689.453125	-69.435158
2692.382812	-70.830513
2695.312500	-71.096428
2698.242188	-71.647446
2701.171875	-71.561928
2704.101562	-70.954842
2707.031250	-71.887260
2709.960938	-68.914223
2712.890625	-72.464951
2715.820312	-72.472893
2718.750000	-72.440041
2721.679688	-73.045609
2724.609375	-72.850601
2727.539062	-72.757011
2730.468750	-73.003830
2733.398438	-72.904831
2736.328125	-73.375511
2739.257812	-70.194504
2742.187500	-73.419716
2745.117188	-73.381348
2748.046875	-72.178261
2750.976562	-73.628342
2753.906250	-71.970032
2756.835938	-72.910240
2759.765625	-73.322563
2762.695312	-72.979012
2765.625000	-73.898735
2768.554688	-73.668350
2771.484375	-71.092934
2774.414062	-71.940590
2777.343750	-72.279144
2780.273438	-73.835846
2783.203125	-72.433586
2786.132812	-73.138367
2789.062500	-73.795326
2791.992188	-74.217125
2794.921875	-74.588539
2797.851562	-74.637283
2800.781250	-74.468063
2803.710938	-74.708122
2806.640625	-72.066589
2809.570312	-74.213997
2812.500000	-73.141769
2815.429688	-73.398613
2818.359375	-74.215012
2821.289062	-72.611816
2824.218750	-74.498489
2827.148438	-74.513466
2830.078125	-74.815567
2833.007812	-74.792725
2835.937500	-73.200455
2838.867188	-73.660202
2841.796875	-72.346893
2844.726562	-73.603607
2847.656250	-74.675331
2850.585938	-72.397934
2853.515625	-74.061607
2856.445312	-73.049057
2859.375000	-74.707535
2862.304688	-74.977104
2865.234375	-73.546539
2868.164062	-74.571068
2871.093750	-74.442314
2874.023438	-72.928391
2876.953125	-74.837784
2879.882812	-74.122894
2882.812500	-74.898094
2885.742188	-75.092018
2888.671875	-74.654747
2891.601562	-75.044479
2894.531250	-74.423233
2897.460938	-73.835281
2900.390625	-74.766487
2903.320312	-72.147797
2906.250000	-75.061211
2909.179688	-73.510704
2912.109375	-74.848198
2915.039062	-75.089699
2917.968750	-71.960373
2920.898438	-74.994263
2923.828125	-74.551804
2926.757812	-71.344543
2929.687500	-73.801476
2932.617188	-74.052795
2935.546875	-75.149117
2938.476562	-73.860825
2941.406250	-74.700043
2944.335938	-75.234131
2947.265625	-73.885628
2950.195312	-75.371773
2953.125000	-74.535080
2956.054688	-75.336212
2958.984375	-75.631653
2961.914062	-75.542809
2964.843750	-75.600830
2967.773438	-75.681526
2970.703125	-75.602158
2973.632812	-75.678719
2976.562500	-72.611183
2979.492188	-75.751968
2982.421875	-75.463058
2985.351562	-74.943634
2988.281250	-75.663162
2991.210938	-75.259758
2994.140625	-75.575714
2997.070312	-75.374817
3000.000000	-75.705429
3002.929688	-75.854088
3005.859375	-75.609299
3008.789062	-75.605850
3011.718750	-75.496727
3014.648438	-71.639824
3017.578125	-75.551926
3020.507812	-73.235313
3023.437500	-75.884628
3026.367188	-75.749969
3029.296875	-71.449890
3032.226562	-74.944260
3035.156250	-73.817711
3038.085938	-74.075256
3041.015625	-75.399712
3043.945312	-75.598602
3046.875000	-75.992691
3049.804688	-75.325623
3052.734375	-75.202835
3055.664062	-75.427254
3058.593750	-74.329498
3061.523438	-75.758728
3064.453125	-75.920799
3067.382812	-75.287102
3070.312500	-74.108032
3073.242188	-70.786385
3076.171875	-72.956123
3079.101562	-70.031975
3082.031250	-67.028839
3084.960938	-70.350967
3087.890625	-54.432289
3090.820312	-69.098335
3093.750000	-66.357857
3096.679688	-70.837891
3099.609375	-74.298523
3102.539062	-73.321388
3105.468750	-74.404755
3108.398438	-73.045517
3111.328125	-73.502525
3114.257812	-75.826988
3117.187500	-74.213570
3120.117188	-76.105782
3123.046875	-75.828079
3125.976562	-75.744614
3128.906250	-76.300140
3131.835938	-75.519051
3134.765625	-75.790871
3137.695312	-75.888321
3140.625000	-76.342270
3143.554688	-76.482140
3146.484375	-75.917404
3149.414062	-76.061043
3152.343750	-76.101097
3155.273438	-76.382347
3158.203125	-76.623375
3161.132812	-76.570007
3164.062500	-76.315376
3166.992188	-76.516579
3169.921875	-76.292892
3172.851562	-76.629921
3175.781250	-75.402489
3178.710938	-77.451431
3181.640625	-75.369377
3184.570312	-75.753029
3187.500000	-76.313232
3190.429688	-76.128670
3193.359375	-76.207520
3196.289062	-76.483597
3199.218750	-75.736336
3202.148438	-76.526924
3205.078125	-76.024780
3208.007812	-76.253632
3210.937500	-76.430122
3213.867188	-75.569115
3216.796875	-76.608727
3219.726562	-76.642685
3222.656250	-76.149956
3225.585938	-76.586754
3228.515625	-75.597748
3231.445312	-76.684479
3234.375000	-76.427498
3237.304688	-76.701607
3240.234375	-76.789818
3243.164062	-76.258995
3246.093750	-76.783432
3249.023438	-76.798424
3251.953125	-76.822701
3254.882812	-76.876656
3257.812500	-76.741539
3260.742188	-76.901115
3263.671875	-76.858597
3266.601562	-76.808380
3269.531250	-76.943588
3272.460938	-76.913094
3275.390625	-76.956276
3278.320312	-77.012009
3281.250000	-76.904709
3284.179688	-76.974396
3287.109375	-76.329544
3290.039062	-76.857841
3292.968750	-76.789970
3295.898438	-77.092804
3298.828125	-76.994667
3301.757812	-77.029053
3304.687500	-77.011543
3307.617188	-77.059624
3310.546875	-76.939308
3313.476562	-77.106598
3316.406250	-76.983429
3319.335938	-76.870697
3322.265625	-77.063110
3325.195312	-77.098709
3328.125000	-77.164444
3331.054688	-77.103218
3333.984375	-77.116211
3336.914062	-77.167122
3339.843750	-76.768188
3342.773438	-77.199814
3345.703125	-77.157585
3348.632812	-77.151688
3351.562500	-77.224945
3354.492188	-77.222847
3357.421875	-77.228973
3360.351562	-77.223930
3363.281250	-77.228592
3366.210938	-77.272964
3369.140625	-75.810905
3372.070312	-77.296852
3375.000000	-77.249916
3377.929688	-76.765320
3380.859375	-77.280579
3383.789062	-77.232239
3386.718750	-77.691093
3389.648438	-76.674278
3392.578125	-77.055107
3395.507812	-77.172729
3398.437500	-77.146179
3401.367188	-77.214981
3404.296875	-77.166321
3407.226562	-77.199097
3410.156250	-77.288956
3413.085938	-77.194672
3416.015625	-77.281227
3418.945312	-77.140175
3421.875000	-76.655777
3424.804688	-77.276917
3427.734375	-77.274635
3430.664062	-77.194023
3433.593750	-77.199028
3436.523438	-77.047356
3439.453125	-77.280891
3442.382812	-77.086998
3445.312500	-77.228325
3448.242188	-77.309464
3451.171875	-77.175690
3454.101562	-77.239990
3457.031250	-76.309990
3459.960938	-76.358780
3462.890625	-77.026443
3465.820312	-77.052544
3468.750000	-77.166672
3471.679688	-76.949272
3474.609375	-76.546417
3477.539062	-77.063927
3480.468750	-77.048874
3483.398438	-77.054878
3486.328125	-76.827347
