周波数 (Hz)	レベル (dB)
8982.421875	-86.314072
8985.351562	-86.316483
8988.281250	-86.318352
8991.210938	-86.323036
8994.140625	-86.324638
8997.070312	-86.327614
9000.000000	-86.327629
9002.929688	-86.336510
9005.859375	-86.336266
9008.789062	-86.341370
9011.718750	-86.344109
9014.648438	-86.345947
9017.578125	-86.346779
9020.507812	-86.349487
9023.437500	-86.352837
9026.367188	-86.354385
9029.296875	-86.354073
9032.226562	-86.369621
9035.156250	-86.368217
9038.085938	-86.368927
9041.015625	-86.372192
9043.945312	-86.374687
9046.875000	-86.376846
9049.804688	-86.378448
9052.734375	-86.382011
9055.664062	-86.387207
9058.593750	-86.389008
9061.523438	-86.392059
9064.453125	-86.394157
9067.382812	-86.397583
9070.312500	-86.400131
9073.242188	-86.403786
9076.171875	-86.403908
9079.101562	-86.406334
9082.031250	-86.411430
9084.960938	-86.412224
9087.890625	-86.416954
9090.820312	-86.419342
9093.750000	-86.422722
9096.679688	-86.423340
9099.609375	-86.430229
9102.539062	-86.431671
9105.468750	-86.433434
9108.398438	-86.436813
9111.328125	-86.439659
9114.257812	-86.440735
9117.187500	-86.443794
9120.117188	-86.448685
9123.046875	-86.450394
9125.976562	-86.452965
9128.906250	-86.454514
9131.835938	-86.457550
9134.765625	-86.461906
9137.695312	-86.464996
9140.625000	-86.469223
9143.554688	-86.467407
9146.484375	-86.470276
9149.414062	-86.476334
9152.343750	-86.476555
9155.273438	-86.479645
9158.203125	-86.481293
9161.132812	-86.485611
9164.062500	-86.487701
9166.992188	-86.488716
9169.921875	-86.490799
9172.851562	-86.498947
9175.781250	-86.495506
9178.710938	-86.503754
9181.640625	-86.504501
9184.570312	-86.505867
9187.500000	-86.512833
9190.429688	-86.505569
9193.359375	-86.518982
9196.289062	-86.516785
9199.218750	-86.524078
9202.148438	-86.519051
9205.078125	-86.527702
9208.007812	-86.529587
9210.937500	-86.520447
9213.867188	-86.521568
9216.796875	-86.552078
9219.726562	-86.547897
9222.656250	-86.548218
9225.585938	-86.551338
9228.515625	-86.550873
9231.445312	-86.556938
9234.375000	-86.557701
9237.304688	-86.559822
9240.234375	-86.561928
9243.164062	-86.566681
9246.093750	-86.567116
9249.023438	-86.568466
9251.953125	-86.573036
9254.882812	-86.572838
9257.812500	-86.571808
9260.742188	-86.582275
9263.671875	-86.587303
9266.601562	-86.588753
9269.531250	-86.589920
9272.460938	-86.594421
9275.390625	-86.589798
9278.320312	-86.593613
9281.250000	-86.600113
9284.179688	-86.598618
9287.109375	-86.598358
9290.039062	-86.608124
9292.968750	-86.607895
9295.898438	-86.610870
9298.828125	-86.615875
9301.757812	-86.619301
9304.687500	-86.618050
9307.617188	-86.640984
9310.546875	-86.626167
9313.476562	-86.638016
9316.406250	-86.634300
9319.335938	-86.640732
9322.265625	-86.638985
9325.195312	-86.647713
9328.125000	-86.643135
9331.054688	-86.656906
9333.984375	-86.647804
9336.914062	-86.648705
9339.843750	-86.651863
9342.773438	-86.657387
9345.703125	-86.659378
9348.632812	-86.660156
9351.562500	-86.665283
9354.492188	-86.656281
9357.421875	-86.679489
9360.351562	-86.676079
9363.281250	-86.677345
9366.210938	-86.680992
9369.140625	-86.684273
9372.070312	-86.685654
9375.000000	-86.688339
9377.929688	-86.691498
9380.859375	-86.695938
9383.789062	-86.699120
9386.718750	-86.702126
9389.648438	-86.705841
9392.578125	-86.707909
9395.507812	-86.707962
9398.437500	-86.717964
9401.367188	-86.712952
9404.296875	-86.715935
9407.226562	-86.721397
9410.156250	-86.724182
9413.085938	-86.725487
9416.015625	-86.730354
9418.945312	-86.733109
9421.875000	-86.743553
9424.804688	-86.718521
9427.734375	-86.732239
9430.664062	-86.738106
9433.593750	-86.740639
9436.523438	-86.745872
9439.453125	-86.746773
9442.382812	-86.749428
9445.312500	-86.752106
9448.242188	-86.756516
9451.171875	-86.758492
9454.101562	-86.759399
9457.031250	-86.763756
9459.960938	-86.764938
9462.890625	-86.766922
9465.820312	-86.768280
9468.750000	-86.777756
9471.679688	-86.779915
9474.609375	-86.779617
9477.539062	-86.782387
9480.468750	-86.786461
9483.398438	-86.788597
9486.328125	-86.791847
9489.257812	-86.793633
9492.187500	-86.801270
9495.117188	-86.804092
9498.046875	-86.797989
9500.976562	-86.801796
9503.906250	-86.806587
9506.835938	-86.809731
9509.765625	-86.811554
9512.695312	-86.814308
9515.625000	-86.816971
9518.554688	-86.819603
9521.484375	-86.821701
9524.414062	-86.826965
9527.343750	-86.827385
9530.273438	-86.830772
9533.203125	-86.832909
9536.132812	-86.837021
9539.062500	-86.837860
9541.992188	-86.842903
9544.921875	-86.843689
9547.851562	-86.847527
9550.781250	-86.851440
9553.710938	-86.853477
9556.640625	-86.855324
9559.570312	-86.856644
9562.500000	-86.860741
9565.429688	-86.862740
9568.359375	-86.865860
9571.289062	-86.869148
9574.218750	-86.870750
9577.148438	-86.874565
9580.078125	-86.877998
9583.007812	-86.880058
9585.937500	-86.880768
9588.867188	-86.884087
9591.796875	-86.887001
9594.726562	-86.889526
9597.656250	-86.891762
9600.585938	-86.894005
9603.515625	-86.898117
9606.445312	-86.897873
9609.375000	-86.903862
9612.304688	-86.904236
9615.234375	-86.908676
9618.164062	-86.911613
9621.093750	-86.914772
9624.023438	-86.917305
9626.953125	-86.920341
9629.882812	-86.921623
9632.812500	-86.926201
9635.742188	-86.928940
9638.671875	-86.929672
9641.601562	-86.931992
9644.531250	-86.934662
9647.460938	-86.936356
9650.390625	-86.939735
9653.320312	-86.943390
9656.250000	-86.945145
9659.179688	-86.948166
9662.109375	-86.951012
9665.039062	-86.953590
9667.968750	-86.955978
9670.898438	-86.958458
9673.828125	-86.960754
9676.757812	-86.963669
9679.687500	-86.967133
9682.617188	-86.969528
9685.546875	-86.971703
9688.476562	-86.974625
9691.406250	-86.977646
9694.335938	-86.979630
9697.265625	-86.981361
9700.195312	-86.985641
9703.125000	-86.985344
9706.054688	-86.991760
9708.984375	-86.992462
9711.914062	-86.993149
9714.843750	-86.999374
9717.773438	-86.999268
9720.703125	-87.003098
9723.632812	-87.004250
9726.562500	-87.006386
9729.492188	-87.009659
9732.421875	-87.011063
9735.351562	-87.014519
9738.281250	-87.016090
9741.210938	-87.015556
9744.140625	-87.018799
9747.070312	-86.997658
9750.000000	-87.052757
9752.929688	-87.040642
9755.859375	-87.039650
9758.789062	-87.042061
9761.718750	-87.043510
9764.648438	-87.046082
9767.578125	-87.046196
9770.507812	-87.049202
9773.437500	-87.062431
9776.367188	-87.059715
9779.296875	-87.058121
9782.226562	-87.059250
9785.156250	-87.063347
9788.085938	-87.065887
9791.015625	-87.069138
9793.945312	-87.071426
9796.875000	-87.071381
9799.804688	-87.076683
9802.734375	-87.079620
9805.664062	-87.082153
9808.593750	-87.085983
9811.523438	-87.089836
9814.453125	-87.097931
9817.382812	-87.073471
9820.312500	-87.084488
9823.242188	-87.095482
9826.171875	-87.097549
9829.101562	-87.099876
9832.031250	-87.102837
9834.960938	-87.105263
9837.890625	-87.110222
9840.820312	-87.110481
9843.750000	-87.117264
9846.679688	-87.109299
9849.609375	-87.115837
9852.539062	-87.119377
9855.468750	-87.122238
9858.398438	-87.125320
9861.328125	-87.128929
9864.257812	-87.133301
9867.187500	-87.134048
9870.117188	-87.135292
9873.046875	-87.139297
9875.976562	-87.139565
9878.906250	-87.144409
9881.835938	-87.146553
9884.765625	-87.144157
9887.695312	-87.150383
9890.625000	-87.154251
9893.554688	-87.155533
9896.484375	-87.158188
9899.414062	-87.163460
9902.343750	-87.164543
9905.273438	-87.167931
9908.203125	-87.169304
9911.132812	-87.171486
9914.062500	-87.174744
9916.992188	-87.176544
9919.921875	-87.179626
9922.851562	-87.182144
9925.781250	-87.185356
9928.710938	-87.185394
9931.640625	-87.189995
9934.570312	-87.192360
9937.500000	-87.194031
9940.429688	-87.196594
9943.359375	-87.199112
9946.289062	-87.200378
9949.218750	-87.202278
9952.148438	-87.201439
9955.078125	-87.190636
9958.007812	-87.240265
9960.937500	-87.224411
9963.867188	-87.223152
9966.796875	-87.224358
9969.726562	-87.226280
9972.656250	-87.228439
9975.585938	-87.230545
9978.515625	-87.231354
9981.445312	-87.240440
9984.375000	-87.237572
9987.304688	-87.243851
9990.234375	-87.243408
9993.164062	-87.247429
9996.093750	-87.247772
9999.023438	-87.251083
10001.953125	-87.254196
10004.882812	-87.256081
10007.812500	-87.259270
10010.742188	-87.259644
10013.671875	-87.261581
10016.601562	-87.265244
10019.531250	-87.267715
10022.460938	-87.269188
10025.390625	-87.274147
10028.320312	-87.273438
10031.250000	-87.280556
10034.179688	-87.282516
10037.109375	-87.284241
10040.039062	-87.286957
10042.968750	-87.289230
10045.898438	-87.291290
10048.828125	-87.294556
10051.757812	-87.297485
10054.687500	-87.298836
10057.617188	-87.302460
10060.546875	-87.304146
10063.476562	-87.307785
10066.406250	-87.311310
10069.335938	-87.308762
10072.265625	-87.318001
10075.195312	-87.314583
10078.125000	-87.317657
10081.054688	-87.321693
10083.984375	-87.323769
10086.914062	-87.328049
10089.843750	-87.330238
10092.773438	-87.334633
10095.703125	-87.341881
10098.632812	-87.324478
10101.562500	-87.333832
10104.492188	-87.339737
10107.421875	-87.342545
10110.351562	-87.346352
10113.281250	-87.347130
10116.210938	-87.351059
10119.140625	-87.353203
10122.070312	-87.351952
10125.000000	-87.355576
10127.929688	-87.361336
10130.859375	-87.363594
10133.789062	-87.366524
10136.718750	-87.368851
10139.648438	-87.373070
10142.578125	-87.372147
10145.507812	-87.374771
10148.437500	-87.379082
10151.367188	-87.376381
10154.296875	-87.381516
10157.226562	-87.385933
10160.156250	-87.387703
10163.085938	-87.390587
10166.015625	-87.395355
10168.945312	-87.395638
10171.875000	-87.398842
10174.804688	-87.400444
10177.734375	-87.402504
10180.664062	-87.406425
10183.593750	-87.407928
10186.523438	-87.411522
10189.453125	-87.413979
10192.382812	-87.416634
10195.312500	-87.419136
10198.242188	-87.421547
10201.171875	-87.423645
10204.101562	-87.425652
10207.031250	-87.428818
10209.960938	-87.430473
10212.890625	-87.434319
10215.820312	-87.434868
10218.750000	-87.437370
10221.679688	-87.439590
10224.609375	-87.443710
10227.539062	-87.444695
10230.468750	-87.447800
10233.398438	-87.450111
10236.328125	-87.452652
10239.257812	-87.456985
10242.187500	-87.459007
10245.117188	-87.461205
10248.046875	-87.461998
10250.976562	-87.465042
10253.906250	-87.468849
10256.835938	-87.469971
10259.765625	-87.474464
10262.695312	-87.476265
10265.625000	-87.478455
10268.554688	-87.481682
10271.484375	-87.484428
10274.414062	-87.485672
10277.343750	-87.487061
10280.273438	-87.490021
10283.203125	-87.494415
10286.132812	-87.496735
10289.062500	-87.498543
10291.992188	-87.500969
10294.921875	-87.503143
10297.851562	-87.505844
10300.781250	-87.508537
10303.710938	-87.510719
10306.640625	-87.510254
10309.570312	-87.512115
10312.500000	-87.519783
10315.429688	-87.520958
10318.359375	-87.523369
10321.289062	-87.525002
10324.218750	-87.527725
10327.148438	-87.530746
10330.078125	-87.533043
10333.007812	-87.534981
10335.937500	-87.537392
10338.867188	-87.540390
10341.796875	-87.542854
10344.726562	-87.545265
10347.656250	-87.546387
10350.585938	-87.551552
10353.515625	-87.552574
10356.445312	-87.555893
10359.375000	-87.557953
10362.304688	-87.561974
10365.234375	-87.561348
10368.164062	-87.565346
10371.093750	-87.566895
10374.023438	-87.568367
10376.953125	-87.571220
10379.882812	-87.575760
10382.812500	-87.577072
10385.742188	-87.579575
10388.671875	-87.583221
10391.601562	-87.586235
10394.531250	-87.583496
10397.460938	-87.589661
10400.390625	-87.590439
10403.320312	-87.593964
10406.250000	-87.596230
10409.179688	-87.596718
10412.109375	-87.598770
10415.039062	-87.602158
10417.968750	-87.600510
10420.898438	-87.597763
10423.828125	-87.619392
10426.757812	-87.617287
10429.687500	-87.618034
10432.617188	-87.619087
10435.546875	-87.620644
10438.476562	-87.624191
10441.406250	-87.626419
10444.335938	-87.629211
10447.265625	-87.631241
10450.195312	-87.633865
10453.125000	-87.636055
10456.054688	-87.638191
10458.984375	-87.640213
10461.914062	-87.642334
10464.843750	-87.646698
10467.773438	-87.647881
10470.703125	-87.649628
10473.632812	-87.652809
10476.562500	-87.654785
10479.492188	-87.655289
10482.421875	-87.659355
10485.351562	-87.660942
10488.281250	-87.660622
10491.210938	-87.673195
10494.140625	-87.670921
10497.070312	-87.674347
10500.000000	-87.675766
10502.929688	-87.677917
10505.859375	-87.681511
10508.789062	-87.684128
10511.718750	-87.684669
10514.648438	-87.683754
10517.578125	-87.687981
10520.507812	-87.692696
10523.437500	-87.694519
10526.367188	-87.697098
10529.296875	-87.698044
10532.226562	-87.701073
10535.156250	-87.706627
10538.085938	-87.715431
10541.015625	-87.707077
10543.945312	-87.710632
10546.875000	-87.712921
10549.804688	-87.715851
10552.734375	-87.717667
10555.664062	-87.718826
10558.593750	-87.722511
10561.523438	-87.722481
10564.453125	-87.730179
10567.382812	-87.731598
10570.312500	-87.732010
10573.242188	-87.735725
10576.171875	-87.738152
10579.101562	-87.740410
10582.031250	-87.741158
10584.960938	-87.745102
10587.890625	-87.746918
10590.820312	-87.747437
10593.750000	-87.752594
10596.679688	-87.754303
10599.609375	-87.756630
10602.539062	-87.759949
10605.468750	-87.761780
10608.398438	-87.764030
10611.328125	-87.766136
10614.257812	-87.768860
10617.187500	-87.771362
10620.117188	-87.771950
10623.046875	-87.775200
10625.976562	-87.775932
10628.906250	-87.772522
10631.835938	-87.795135
10634.765625	-87.791252
10637.695312	-87.789124
10640.625000	-87.792030
10643.554688	-87.792580
10646.484375	-87.795975
10649.414062	-87.796234
10652.343750	-87.801331
10655.273438	-87.802811
10658.203125	-87.806480
10661.132812	-87.806709
10664.062500	-87.809174
10666.992188	-87.813194
10669.921875	-87.815880
10672.851562	-87.819527
10675.781250	-87.817337
10678.710938	-87.821922
10681.640625	-87.822731
10684.570312	-87.825630
10687.500000	-87.827660
10690.429688	-87.831604
10693.359375	-87.831230
10696.289062	-87.834099
10699.218750	-87.840981
10702.148438	-87.840569
10705.078125	-87.844765
10708.007812	-87.845642
10710.937500	-87.847481
10713.867188	-87.850525
10716.796875	-87.853439
10719.726562	-87.854393
10722.656250	-87.857643
10725.585938	-87.859161
10728.515625	-87.860748
10731.445312	-87.864441
10734.375000	-87.866974
10737.304688	-87.869270
10740.234375	-87.871475
10743.164062	-87.873436
10746.093750	-87.877007
10749.023438	-87.878502
10751.953125	-87.880844
10754.882812	-87.884163
10757.812500	-87.885635
10760.742188	-87.887566
10763.671875	-87.889732
10766.601562	-87.892677
10769.531250	-87.894020
10772.460938	-87.899651
10775.390625	-87.900452
10778.320312	-87.902672
10781.250000	-87.903481
10784.179688	-87.907074
10787.109375	-87.909248
10790.039062	-87.911629
10792.968750	-87.913925
10795.898438	-87.917152
10798.828125	-87.919327
10801.757812	-87.921127
10804.687500	-87.923431
10807.617188	-87.926003
10810.546875	-87.927597
10813.476562	-87.931221
10816.406250	-87.931671
10819.335938	-87.935150
10822.265625	-87.937897
10825.195312	-87.940453
10828.125000	-87.942162
10831.054688	-87.944733
10833.984375	-87.948143
10836.914062	-87.950043
10839.843750	-87.947670
10842.773438	-87.952103
10845.703125	-87.957199
10848.632812	-87.958809
10851.562500	-87.960533
10854.492188	-87.964912
10857.421875	-87.966278
10860.351562	-87.968811
10863.281250	-87.969376
10866.210938	-87.973099
10869.140625	-87.975151
10872.070312	-87.977501
10875.000000	-87.979607
10877.929688	-87.982178
10880.859375	-87.984894
10883.789062	-87.986198
10886.718750	-87.989098
10889.648438	-87.990326
10892.578125	-87.993843
10895.507812	-87.995308
10898.437500	-87.998177
10901.367188	-88.000450
10904.296875	-88.002991
10907.226562	-88.005478
10910.156250	-88.007652
10913.085938	-88.009926
10916.015625	-88.011543
10918.945312	-88.014397
10921.875000	-88.018166
10924.804688	-88.019714
10927.734375	-88.022194
10930.664062	-88.024353
10933.593750	-88.027573
10936.523438	-88.027748
10939.453125	-88.031204
10942.382812	-88.033836
10945.312500	-88.036148
10948.242188	-88.038635
10951.171875	-88.043312
10954.101562	-88.051147
10957.031250	-88.038315
10959.960938	-88.044601
10962.890625	-88.048088
10965.820312	-88.050255
10968.750000	-88.053070
10971.679688	-88.055801
10974.609375	-88.058067
10977.539062	-88.061760
10980.468750	-88.057358
10983.398438	-88.063057
10986.328125	-88.067101
10989.257812	-88.069649
10992.187500	-88.072464
10995.117188	-88.074020
10998.046875	-88.076279
11000.976562	-88.078072
11003.906250	-88.080765
11006.835938	-88.081955
11009.765625	-88.084969
11012.695312	-88.086052
11015.625000	-88.089348
11018.554688	-88.091515
11021.484375	-88.091095
11024.414062	-88.103386
11027.343750	-88.100838
11030.273438	-88.103020
11033.203125	-88.106712
11036.132812	-88.107079
11039.062500	-88.110466
11041.992188	-88.112267
11044.921875	-88.114410
11047.851562	-88.114197
11050.781250	-88.120193
11053.710938	-88.118164
11056.640625	-88.122284
11059.570312	-88.124390
11062.500000	-88.127464
11065.429688	-88.129883
11068.359375	-88.131447
11071.289062	-88.130104
11074.218750	-88.138016
11077.148438	-88.138962
11080.078125	-88.141785
11083.007812	-88.143753
11085.937500	-88.146393
11088.867188	-88.147484
11091.796875	-88.153824
11094.726562	-88.155289
11097.656250	-88.154617
11100.585938	-88.158081
11103.515625	-88.159714
11106.445312	-88.161469
11109.375000	-88.163712
11112.304688	-88.166817
11115.234375	-88.169197
11118.164062	-88.171867
11121.093750	-88.172249
11124.023438	-88.174980
11126.953125	-88.178146
11129.882812	-88.180176
11132.812500	-88.181801
11135.742188	-88.186180
11138.671875	-88.186508
11141.601562	-88.189339
11144.531250	-88.192596
11147.460938	-88.194275
11150.390625	-88.196503
11153.320312	-88.199295
11156.250000	-88.201698
11159.179688	-88.204353
11162.109375	-88.209450
11165.039062	-88.201126
11167.968750	-88.208511
11170.898438	-88.211281
11173.828125	-88.213821
11176.757812	-88.215706
11179.687500	-88.219116
11182.617188	-88.221161
11185.546875	-88.224220
11188.476562	-88.224014
11191.406250	-88.228561
11194.335938	-88.228592
11197.265625	-88.231827
11200.195312	-88.234451
11203.125000	-88.236954
11206.054688	-88.240761
11208.984375	-88.239624
11211.914062	-88.243011
11214.843750	-88.245033
11217.773438	-88.248268
11220.703125	-88.251236
11223.632812	-88.251976
11226.562500	-88.254524
11229.492188	-88.256836
11232.421875	-88.259933
11235.351562	-88.261948
11238.281250	-88.263603
11241.210938	-88.266060
11244.140625	-88.268066
11247.070312	-88.270363
11250.000000	-88.272675
11252.929688	-88.274834
11255.859375	-88.277229
11258.789062	-88.278847
11261.718750	-88.282890
11264.648438	-88.284752
11267.578125	-88.286697
11270.507812	-88.288757
11273.437500	-88.291115
11276.367188	-88.292221
11279.296875	-88.293831
11282.226562	-88.298042
11285.156250	-88.300301
11288.085938	-88.301689
11291.015625	-88.304657
11293.945312	-88.306190
11296.875000	-88.309319
11299.804688	-88.311905
11302.734375	-88.315208
11305.664062	-88.312744
11308.593750	-88.316963
11311.523438	-88.319771
11314.453125	-88.322578
11317.382812	-88.323982
11320.312500	-88.326523
11323.242188	-88.327904
11326.171875	-88.330620
11329.101562	-88.333511
11332.031250	-88.335442
11334.960938	-88.337677
11337.890625	-88.339340
11340.820312	-88.342201
11343.750000	-88.343559
11346.679688	-88.342789
11349.609375	-88.352531
11352.539062	-88.351692
11355.468750	-88.354630
11358.398438	-88.355667
11361.328125	-88.357254
11364.257812	-88.361389
11367.187500	-88.363083
11370.117188	-88.365112
11373.046875	-88.367500
11375.976562	-88.370216
11378.906250	-88.371048
11381.835938	-88.373451
11384.765625	-88.376350
11387.695312	-88.378754
11390.625000	-88.380676
11393.554688	-88.382866
11396.484375	-88.384682
11399.414062	-88.387062
11402.343750	-88.388771
11405.273438	-88.390503
11408.203125	-88.394440
11411.132812	-88.395859
11414.062500	-88.397179
11416.992188	-88.401703
11419.921875	-88.402718
11422.851562	-88.405281
11425.781250	-88.407188
11428.710938	-88.409309
11431.640625	-88.411522
11434.570312	-88.413521
11437.500000	-88.415833
11440.429688	-88.417770
11443.359375	-88.419060
11446.289062	-88.425133
11449.218750	-88.425423
11452.148438	-88.427879
11455.078125	-88.430069
11458.007812	-88.432304
11460.937500	-88.433266
11463.867188	-88.436745
11466.796875	-88.438560
11469.726562	-88.440285
11472.656250	-88.442116
11475.585938	-88.444832
11478.515625	-88.446777
11481.445312	-88.449005
11484.375000	-88.451996
11487.304688	-88.453064
11490.234375	-88.456398
11493.164062	-88.458412
11496.093750	-88.460243
11499.023438	-88.463272
11501.953125	-88.464317
11504.882812	-88.466980
11507.812500	-88.469009
11510.742188	-88.469147
11513.671875	-88.479424
11516.601562	-88.477982
11519.531250	-88.478561
11522.460938	-88.480652
11525.390625	-88.482269
11528.320312	-88.485489
11531.250000	-88.487381
11534.179688	-88.489159
11537.109375	-88.491249
11540.039062	-88.493034
11542.968750	-88.495926
11545.898438	-88.497971
11548.828125	-88.500282
11551.757812	-88.502266
11554.687500	-88.503334
11557.617188	-88.508018
11560.546875	-88.508354
11563.476562	-88.511673
11566.406250	-88.513672
11569.335938	-88.515556
11572.265625	-88.518288
11575.195312	-88.519958
11578.125000	-88.522224
11581.054688	-88.524345
11583.984375	-88.525665
11586.914062	-88.529816
11589.843750	-88.531769
11592.773438	-88.532806
11595.703125	-88.535454
11598.632812	-88.537766
11601.562500	-88.539375
11604.492188	-88.540977
11607.421875	-88.543961
11610.351562	-88.546112
11613.281250	-88.548363
11616.210938	-88.550781
11619.140625	-88.552849
11622.070312	-88.554749
11625.000000	-88.556976
11627.929688	-88.559502
11630.859375	-88.561340
11633.789062	-88.563660
11636.718750	-88.565582
11639.648438	-88.568024
11642.578125	-88.570663
11645.507812	-88.572350
11648.437500	-88.574249
11651.367188	-88.577072
11654.296875	-88.579224
11657.226562	-88.581253
11660.156250	-88.582932
11663.085938	-88.585007
11666.015625	-88.587387
11668.945312	-88.589966
11671.875000	-88.591743
11674.804688	-88.594124
11677.734375	-88.596443
11680.664062	-88.598457
11683.593750	-88.600563
11686.523438	-88.602760
11689.453125	-88.605202
11692.382812	-88.607491
11695.312500	-88.610504
11698.242188	-88.609726
11701.171875	-88.613213
11704.101562	-88.615570
11707.031250	-88.617752
11709.960938	-88.619995
11712.890625	-88.621719
11715.820312	-88.624298
11718.750000	-88.626846
11721.679688	-88.628334
11724.609375	-88.630356
11727.539062	-88.632980
11730.468750	-88.635658
11733.398438	-88.636848
11736.328125	-88.639786
11739.257812	-88.642052
11742.187500	-88.643585
11745.117188	-88.648399
11748.046875	-88.647125
11750.976562	-88.649651
11753.906250	-88.651993
11756.835938	-88.653862
11759.765625	-88.657326
11762.695312	-88.658585
11765.625000	-88.661781
11768.554688	-88.664566
11771.484375	-88.663811
11774.414062	-88.666016
11777.343750	-88.669159
11780.273438	-88.671463
11783.203125	-88.672707
11786.132812	-88.675858
11789.062500	-88.677605
11791.992188	-88.679764
11794.921875	-88.682358
11797.851562	-88.684875
11800.781250	-88.685921
11803.710938	-88.688240
11806.640625	-88.690483
11809.570312	-88.693520
11812.500000	-88.696175
11815.429688	-88.696304
11818.359375	-88.699112
11821.289062	-88.701141
11824.218750	-88.702621
11827.148438	-88.704323
11830.078125	-88.706665
11833.007812	-88.708069
11835.937500	-88.706047
11838.867188	-88.723106
11841.796875	-88.718193
11844.726562	-88.720543
11847.656250	-88.722084
11850.585938	-88.724388
11853.515625	-88.726105
11856.445312	-88.728264
11859.375000	-88.729958
11862.304688	-88.731682
11865.234375	-88.734047
11868.164062	-88.736290
11871.093750	-88.738586
11874.023438	-88.740448
11876.953125	-88.742752
11879.882812	-88.745087
11882.812500	-88.745781
11885.742188	-88.747887
11888.671875	-88.750763
11891.601562	-88.752426
11894.531250	-88.754723
11897.460938	-88.757843
11900.390625	-88.759697
11903.320312	-88.762192
11906.250000	-88.763245
11909.179688	-88.764999
11912.109375	-88.768494
11915.039062	-88.770012
11917.968750	-88.772621
11920.898438	-88.774536
11923.828125	-88.776535
11926.757812	-88.778755
11929.687500	-88.781029
11932.617188	-88.783180
11935.546875	-88.784706
11938.476562	-88.787231
11941.406250	-88.788368
11944.335938	-88.790642
11947.265625	-88.792885
11950.195312	-88.794876
11953.125000	-88.795441
11956.054688	-88.800797
11958.984375	-88.801613
11961.914062	-88.804100
11964.843750	-88.806107
11967.773438	-88.807724
11970.703125	-88.810814
11973.632812	-88.812508
11976.562500	-88.815773
11979.492188	-88.814980
11982.421875	-88.818489
11985.351562	-88.821022
11988.281250	-88.822685
11991.210938	-88.824356
11994.140625	-88.827393
11997.070312	-88.829582
12000.000000	-88.831085
12002.929688	-88.833557
12005.859375	-88.835823
12008.789062	-88.837509
12011.718750	-88.839218
12014.648438	-88.842377
12017.578125	-88.844910
12020.507812	-88.848000
12023.437500	-88.846519
12026.367188	-88.849579
12029.296875	-88.851685
12032.226562	-88.854439
12035.156250	-88.856117
12038.085938	-88.858742
12041.015625	-88.860481
12043.945312	-88.861206
12046.875000	-88.870377
12049.804688	-88.868607
12052.734375	-88.869682
12055.664062	-88.871925
12058.593750	-88.873520
12061.523438	-88.876289
12064.453125	-88.878380
12067.382812	-88.879860
12070.312500	-88.882240
12073.242188	-88.884232
12076.171875	-88.886765
12079.101562	-88.888687
12082.031250	-88.889984
12084.960938	-88.891815
12087.890625	-88.894409
12090.820312	-88.895905
12093.750000	-88.899399
12096.679688	-88.900230
12099.609375	-88.902039
12102.539062	-88.904709
12105.468750	-88.906937
12108.398438	-88.908531
12111.328125	-88.910500
12114.257812	-88.914612
12117.187500	-88.915077
12120.117188	-88.918968
12123.046875	-88.920822
12125.976562	-88.921684
12128.906250	-88.924080
12131.835938	-88.926056
12134.765625	-88.928001
12137.695312	-88.929482
12140.625000	-88.932648
12143.554688	-88.934288
12146.484375	-88.936104
12149.414062	-88.939034
12152.343750	-88.942368
12155.273438	-88.942543
12158.203125	-88.946938
12161.132812	-88.950195
12164.062500	-88.946739
12166.992188	-88.950569
12169.921875	-88.952919
12172.851562	-88.953934
12175.781250	-88.956879
12178.710938	-88.958740
12181.640625	-88.961189
12184.570312	-88.963402
12187.500000	-88.963287
12190.429688	-88.967056
12193.359375	-88.968819
12196.289062	-88.970886
12199.218750	-88.972710
12202.148438	-88.975250
12205.078125	-88.977074
12208.007812	-88.979691
12210.937500	-88.981682
12213.867188	-88.983414
12216.796875	-88.985680
12219.726562	-88.987762
12222.656250	-88.989441
12225.585938	-88.990936
12228.515625	-88.991531
12231.445312	-88.999550
12234.375000	-88.998993
12237.304688	-89.001381
12240.234375	-89.002792
12243.164062	-89.004684
12246.093750	-89.006859
12249.023438	-89.008514
12251.953125	-89.010956
12254.882812	-89.015015
12257.812500	-89.016479
12260.742188	-89.015419
12263.671875	-89.018211
12266.601562	-89.020943
12269.531250	-89.023666
12272.460938	-89.024536
12275.390625	-89.027023
12278.320312	-89.026375
12281.250000	-89.032257
12284.179688	-89.034035
12287.109375	-89.035698
12290.039062	-89.037888
12292.968750	-89.039825
12295.898438	-89.042114
12298.828125	-89.042862
12301.757812	-89.044975
12304.687500	-89.048286
12307.617188	-89.049820
12310.546875	-89.051743
12313.476562	-89.054161
12316.406250	-89.056572
12319.335938	-89.058517
12322.265625	-89.060036
12325.195312	-89.062531
12328.125000	-89.064728
12331.054688	-89.066612
12333.984375	-89.068504
12336.914062	-89.070869
12339.843750	-89.073013
12342.773438	-89.074738
12345.703125	-89.076233
12348.632812	-89.078560
12351.562500	-89.080864
12354.492188	-89.082680
12357.421875	-89.084938
12360.351562	-89.087112
12363.281250	-89.089485
12366.210938	-89.091797
12369.140625	-89.095032
12372.070312	-89.092514
12375.000000	-89.096451
12377.929688	-89.098686
12380.859375	-89.101021
12383.789062	-89.102867
12386.718750	-89.104836
12389.648438	-89.107071
12392.578125	-89.108887
