周波数 (Hz)	レベル (dB)
1256.835938	-110.646774
1259.765625	-116.183205
1262.695312	-110.755577
1265.625000	-107.213852
1268.554688	-99.877304
1271.484375	-97.318504
1274.414062	-98.738152
1277.343750	-99.527512
1280.273438	-96.725121
1283.203125	-96.301826
1286.132812	-97.781082
1289.062500	-98.412277
1291.992188	-99.372826
1294.921875	-102.538498
1297.851562	-104.209618
1300.781250	-102.525063
1303.710938	-101.426643
1306.640625	-101.723267
1309.570312	-104.652481
1312.500000	-108.117172
1315.429688	-104.756325
1318.359375	-103.820763
1321.289062	-106.892670
1324.218750	-111.624573
1327.148438	-107.820473
1330.078125	-105.303192
1333.007812	-105.459732
1335.937500	-107.383080
1338.867188	-108.502396
1341.796875	-109.006027
1344.726562	-112.897690
1347.656250	-116.303993
1350.585938	-112.354584
1353.515625	-113.602936
1356.445312	-116.403992
1359.375000	-112.324654
1362.304688	-112.105293
1365.234375	-116.636108
1368.164062	-101.973251
1371.093750	-95.113998
1374.023438	-97.969788
1376.953125	-108.584297
1379.882812	-116.680244
1382.812500	-116.726234
1385.742188	-110.970818
1388.671875	-106.159805
1391.601562	-103.751266
1394.531250	-102.025459
1397.460938	-101.845726
1400.390625	-104.084694
1403.320312	-107.383965
1406.250000	-109.842308
1409.179688	-111.351097
1412.109375	-108.019783
1415.039062	-107.586594
1417.968750	-111.232750
1420.898438	-115.562767
1423.828125	-112.682137
1426.757812	-105.380585
1429.687500	-101.878052
1432.617188	-101.914696
1435.546875	-105.708527
1438.476562	-110.198860
1441.406250	-104.318802
1444.335938	-101.897263
1447.265625	-103.164658
1450.195312	-108.866364
1453.125000	-114.640709
1456.054688	-105.154160
1458.984375	-100.679626
1461.914062	-99.327873
1464.843750	-100.706444
1467.773438	-101.273933
1470.703125	-98.856331
1473.632812	-98.416023
1476.562500	-99.512711
1479.492188	-99.563156
1482.421875	-100.773682
1485.351562	-104.958992
1488.281250	-104.002052
1491.210938	-102.525864
1494.140625	-105.767220
1497.070312	-113.127365
1500.000000	-108.742401
1502.929688	-105.153168
1505.859375	-102.529877
1508.789062	-102.299301
1511.718750	-104.077530
1514.648438	-100.016014
1517.578125	-99.788101
1520.507812	-105.818848
1523.437500	-93.735451
1526.367188	-89.957573
1529.296875	-89.936317
1532.226562	-89.583939
1535.156250	-89.807587
1538.085938	-93.365166
1541.015625	-87.037483
1543.945312	-84.654984
1546.875000	-89.175591
1549.804688	-79.859764
1552.734375	-74.157814
1555.664062	-72.271416
1558.593750	-67.687996
1561.523438	-56.926033
1564.453125	-33.559139
1567.382812	-24.485929
1570.312500	-27.772200
1573.242188	-49.822151
1576.171875	-63.189026
1579.101562	-70.980446
1582.031250	-73.423370
1584.960938	-75.438576
1587.890625	-79.006760
1590.820312	-84.171051
1593.750000	-89.631523
1596.679688	-90.419258
1599.609375	-91.391525
1602.539062	-92.023041
1605.468750	-91.491257
1608.398438	-92.118317
1611.328125	-93.732796
1614.257812	-96.209526
1617.187500	-98.174110
1620.117188	-99.357101
1623.046875	-102.827408
1625.976562	-103.196960
1628.906250	-102.217461
1631.835938	-107.032585
1634.765625	-117.811630
1637.695312	-110.173103
1640.625000	-111.220055
1643.554688	-107.989090
1646.484375	-109.945953
1649.414062	-111.360954
1652.343750	-101.201172
1655.273438	-99.683113
1658.203125	-104.121483
1661.132812	-104.351471
1664.062500	-100.514633
1666.992188	-102.631760
1669.921875	-105.852493
1672.851562	-102.008247
1675.781250	-101.980377
1678.710938	-105.829102
1681.640625	-109.401199
1684.570312	-109.475769
1687.500000	-112.240646
1690.429688	-123.201859
1693.359375	-115.945084
1696.289062	-110.945953
1699.218750	-110.561935
1702.148438	-112.882278
1705.078125	-110.885834
1708.007812	-106.661446
1710.937500	-106.039810
1713.867188	-109.384422
1716.796875	-115.929062
1719.726562	-114.815102
1722.656250	-109.455208
1725.585938	-105.783539
1728.515625	-105.151230
1731.445312	-106.821831
1734.375000	-107.802490
1737.304688	-107.932930
1740.234375	-109.847023
1743.164062	-111.141273
1746.093750	-110.403397
1749.023438	-111.874107
1751.953125	-116.247391
1754.882812	-117.010094
1757.812500	-113.076576
1760.742188	-101.474274
1763.671875	-96.672737
1766.601562	-101.808296
1769.531250	-113.009659
1772.460938	-122.576637
1775.390625	-119.549446
1778.320312	-118.967857
1781.250000	-115.832138
1784.179688	-108.895210
1787.109375	-106.815338
1790.039062	-109.378990
1792.968750	-119.539658
1795.898438	-115.136787
1798.828125	-113.430359
1801.757812	-114.172508
1804.687500	-111.146408
1807.617188	-111.445786
1810.546875	-118.087860
1813.476562	-141.344284
1816.406250	-122.254440
1819.335938	-109.656548
1822.265625	-104.345734
1825.195312	-103.621071
1828.125000	-107.256920
1831.054688	-105.531555
1833.984375	-100.434425
1836.914062	-99.345078
1839.843750	-101.920029
1842.773438	-110.616325
1845.703125	-111.840294
1848.632812	-103.107269
1851.562500	-100.159958
1854.492188	-100.352409
1857.421875	-102.574547
1860.351562	-100.710785
1863.281250	-97.956352
1866.210938	-98.001289
1869.140625	-100.452553
1872.070312	-103.737320
1875.000000	-107.606972
1877.929688	-115.226181
1880.859375	-109.373253
1883.789062	-106.387711
1886.718750	-107.543159
1889.648438	-110.997429
1892.578125	-110.010498
1895.507812	-104.915527
1898.437500	-102.151955
1901.367188	-102.726891
1904.296875	-104.502296
1907.226562	-101.641342
1910.156250	-101.963219
1913.085938	-106.432922
1916.015625	-99.675941
1918.945312	-97.468391
1921.875000	-96.480331
1924.804688	-94.069214
1927.734375	-97.328201
1930.664062	-100.211777
1933.593750	-88.851936
1936.523438	-87.673012
1939.453125	-98.814011
1942.382812	-87.394577
1945.312500	-81.660339
1948.242188	-83.228249
1951.171875	-86.569099
1954.101562	-73.276131
1957.031250	-34.209534
1959.960938	-27.872129
1962.890625	-33.571140
1965.820312	-68.952026
1968.750000	-73.462234
1971.679688	-77.339241
1974.609375	-78.811470
1977.539062	-80.795898
1980.468750	-84.951271
1983.398438	-91.632469
1986.328125	-98.554886
1989.257812	-96.008675
1992.187500	-94.587776
1995.117188	-94.317001
1998.046875	-94.295120
2000.976562	-95.385590
2003.906250	-98.085854
2006.835938	-102.433273
2009.765625	-104.201820
2012.695312	-103.053009
2015.625000	-104.099503
2018.554688	-103.824173
2021.484375	-103.394745
2024.414062	-106.993462
2027.343750	-113.237549
2030.273438	-116.415970
2033.203125	-115.161461
2036.132812	-104.712555
2039.062500	-103.351013
2041.992188	-109.410797
2044.921875	-116.158569
2047.851562	-109.123871
2050.781250	-124.067688
2053.710938	-106.338028
2056.640625	-101.985367
2059.570312	-103.417557
2062.500000	-107.224060
2065.429688	-105.372429
2068.359375	-105.134636
2071.289062	-107.811157
2074.218750	-109.820747
2077.148438	-112.415848
2080.078125	-118.205872
2083.007812	-110.315254
2085.937500	-106.565231
2088.867188	-106.564926
2091.796875	-109.533905
2094.726562	-113.792061
2097.656250	-116.026382
2100.585938	-118.539497
2103.515625	-118.414009
2106.445312	-116.671494
2109.375000	-114.252052
2112.304688	-113.411018
2115.234375	-117.432526
2118.164062	-120.899490
2121.093750	-115.450516
2124.023438	-117.504143
2126.953125	-134.690033
2129.882812	-122.533119
2132.812500	-125.924889
2135.742188	-118.303604
2138.671875	-112.494019
2141.601562	-111.077988
2144.531250	-111.649200
2147.460938	-112.489540
2150.390625	-111.410416
2153.320312	-99.986176
2156.250000	-97.334564
2159.179688	-105.537697
2162.109375	-117.453445
2165.039062	-118.527908
2167.968750	-117.062935
2170.898438	-116.595551
2173.828125	-113.795120
2176.757812	-109.380707
2179.687500	-108.043427
2182.617188	-110.752480
2185.546875	-118.261932
2188.476562	-114.711845
2191.406250	-112.353546
2194.335938	-109.961906
2197.265625	-107.406670
2200.195312	-108.219589
2203.125000	-114.020622
2206.054688	-118.482513
2208.984375	-122.469261
2211.914062	-109.194496
2214.843750	-103.069839
2217.773438	-102.652267
2220.703125	-108.208153
2223.632812	-104.317276
2226.562500	-99.436256
2229.492188	-99.475845
2232.421875	-103.378181
2235.351562	-110.087051
2238.281250	-120.490318
2241.210938	-105.422516
2244.140625	-99.769363
2247.070312	-98.995926
2250.000000	-101.308014
2252.929688	-100.401573
2255.859375	-97.800781
2258.789062	-98.168770
2261.718750	-101.495491
2264.648438	-106.214073
2267.578125	-110.394188
2270.507812	-112.790451
2273.437500	-108.195160
2276.367188	-107.340683
2279.296875	-110.103973
2282.226562	-113.633080
2285.156250	-112.067497
2288.085938	-106.948891
2291.015625	-104.615578
2293.945312	-106.272003
2296.875000	-105.547783
2299.804688	-100.919479
2302.734375	-100.234772
2305.664062	-100.956856
2308.593750	-99.346481
2311.523438	-100.317146
2314.453125	-98.628258
2317.382812	-94.752136
2320.312500	-97.429062
2323.242188	-98.028809
2326.171875	-89.851440
2329.101562	-89.491699
2332.031250	-94.431526
2334.960938	-85.834808
2337.890625	-81.295090
2340.820312	-79.220245
2343.750000	-73.511154
2346.679688	-60.470474
2349.609375	-36.269234
2352.539062	-32.398132
2355.468750	-40.749977
2358.398438	-65.502045
2361.328125	-75.870750
2364.257812	-81.814545
2367.187500	-82.292763
2370.117188	-83.482231
2373.046875	-87.663322
2375.976562	-95.954338
2378.906250	-101.316910
2381.835938	-97.496025
2384.765625	-96.559334
2387.695312	-97.180229
2390.625000	-97.579437
2393.554688	-97.870026
2396.484375	-100.195534
2399.414062	-104.736664
2402.343750	-103.866570
2405.273438	-102.263802
2408.203125	-103.321808
2411.132812	-103.672173
2414.062500	-103.303024
2416.992188	-105.646667
2419.921875	-110.897820
2422.851562	-113.650780
2425.781250	-110.159576
2428.710938	-105.979088
2431.640625	-106.277924
2434.570312	-114.815865
2437.500000	-115.544205
2440.429688	-113.196281
2443.359375	-114.684357
2446.289062	-103.143661
2449.218750	-100.122093
2452.148438	-101.456383
2455.078125	-105.219673
2458.007812	-104.181358
2460.937500	-103.291855
2463.867188	-105.798965
2466.796875	-110.491272
2469.726562	-113.843811
2472.656250	-115.486359
2475.585938	-109.708755
2478.515625	-105.293495
2481.445312	-103.803658
2484.375000	-104.847000
2487.304688	-107.655365
2490.234375	-109.613068
2493.164062	-111.452171
2496.093750	-117.075066
2499.023438	-119.528984
2501.953125	-116.095581
2504.882812	-114.052422
2507.812500	-112.197441
2510.742188	-113.169228
2513.671875	-116.336052
2516.601562	-113.665611
2519.531250	-111.573143
2522.460938	-112.696739
2525.390625	-116.158951
2528.320312	-119.424522
2531.250000	-120.585182
2534.179688	-121.229637
2537.109375	-121.592377
2540.039062	-121.284538
2542.968750	-111.899948
2545.898438	-98.940758
2548.828125	-98.458847
2551.757812	-108.951134
2554.687500	-116.891014
2557.617188	-119.933449
2560.546875	-118.914368
2563.476562	-119.317833
2566.406250	-121.936707
2569.335938	-115.780205
2572.265625	-110.143173
2575.195312	-108.630264
2578.125000	-110.986549
2581.054688	-116.214600
2583.984375	-116.027832
2586.914062	-117.042503
2589.843750	-114.148552
2592.773438	-110.935677
2595.703125	-113.203888
2598.632812	-121.817184
2601.562500	-114.849670
2604.492188	-113.610374
2607.421875	-112.226509
2610.351562	-111.126839
2613.281250	-116.667938
2616.210938	-108.472000
2619.140625	-102.955421
2622.070312	-102.351532
2625.000000	-106.050003
2627.929688	-119.338318
2630.859375	-112.085388
2633.789062	-104.725273
2636.718750	-101.438042
2639.648438	-100.964600
2642.578125	-102.470535
2645.507812	-102.970848
2648.437500	-102.408653
2651.367188	-103.863609
2654.296875	-107.746147
2657.226562	-112.002266
2660.156250	-119.167999
2663.085938	-117.391136
2666.015625	-111.654716
2668.945312	-114.286865
2671.875000	-122.637794
2674.804688	-113.532333
2677.734375	-112.588028
2680.664062	-109.199310
2683.593750	-106.108604
2686.523438	-106.318459
2689.453125	-104.965248
2692.382812	-102.743652
2695.312500	-103.867523
2698.242188	-101.517982
2701.171875	-98.049248
2704.101562	-98.846329
2707.031250	-96.779343
2709.960938	-92.753357
2712.890625	-93.939194
2715.820312	-101.812378
2718.750000	-93.158173
2721.679688	-91.699188
2724.609375	-91.609764
2727.539062	-85.120972
2730.468750	-81.061508
2733.398438	-76.126160
2736.328125	-67.325233
2739.257812	-52.113422
2742.187500	-35.037415
2745.117188	-33.483112
2748.046875	-44.901283
2750.976562	-63.684719
2753.906250	-73.556107
2756.835938	-80.384415
2759.765625	-82.644394
2762.695312	-83.842697
2765.625000	-87.283714
2768.554688	-93.823799
2771.484375	-99.885551
2774.414062	-98.775276
2777.343750	-97.665222
2780.273438	-97.576950
2783.203125	-97.613884
2786.132812	-97.887505
2789.062500	-99.911118
2791.992188	-103.079163
2794.921875	-104.148941
2797.851562	-105.608536
2800.781250	-106.945709
2803.710938	-104.524918
2806.640625	-104.060623
2809.570312	-107.479553
2812.500000	-115.725044
2815.429688	-120.053169
2818.359375	-127.699425
2821.289062	-117.986679
2824.218750	-118.089851
2827.148438	-113.583740
2830.078125	-108.024147
2833.007812	-109.109322
2835.937500	-130.945831
2838.867188	-107.737663
2841.796875	-104.217239
2844.726562	-106.386955
2847.656250	-112.266998
2850.585938	-107.383087
2853.515625	-105.083092
2856.445312	-106.097893
2859.375000	-108.498337
2862.304688	-110.346954
2865.234375	-110.525032
2868.164062	-108.424599
2871.093750	-106.474403
2874.023438	-106.162193
2876.953125	-107.254257
2879.882812	-108.002464
2882.812500	-107.864311
2885.742188	-109.070023
2888.671875	-112.486313
2891.601562	-115.482742
2894.531250	-115.479462
2897.460938	-112.731956
2900.390625	-109.714539
2903.320312	-109.391373
2906.250000	-112.223839
2909.179688	-115.842834
2912.109375	-115.647659
2915.039062	-117.725784
2917.968750	-119.597229
2920.898438	-115.031029
2923.828125	-113.313690
2926.757812	-114.575104
2929.687500	-117.959572
2932.617188	-120.010849
2935.546875	-111.191658
2938.476562	-101.216026
2941.406250	-102.736198
2944.335938	-116.499260
2947.265625	-126.698288
2950.195312	-121.150162
2953.125000	-120.679695
2956.054688	-120.847603
2958.984375	-119.257317
2961.914062	-123.126160
2964.843750	-119.171143
2967.773438	-113.738213
2970.703125	-114.210014
2973.632812	-119.978188
2976.562500	-118.699295
2979.492188	-118.091591
2982.421875	-125.701324
2985.351562	-118.547699
2988.281250	-117.212990
2991.210938	-128.493805
2994.140625	-118.334732
2997.070312	-112.546646
3000.000000	-111.294762
3002.929688	-113.561157
3005.859375	-133.093155
3008.789062	-111.874512
3011.718750	-106.530678
3014.648438	-106.071617
3017.578125	-109.821068
3020.507812	-125.209000
3023.437500	-112.411072
3026.367188	-105.610062
3029.296875	-102.793343
3032.226562	-102.628128
3035.156250	-104.190361
3038.085938	-104.956039
3041.015625	-104.687729
3043.945312	-105.536621
3046.875000	-107.497963
3049.804688	-110.692856
3052.734375	-117.492172
3055.664062	-113.612411
3058.593750	-109.868011
3061.523438	-111.615509
3064.453125	-119.945534
3067.382812	-119.570824
3070.312500	-119.626640
3073.242188	-116.283882
3076.171875	-113.585823
3079.101562	-114.169243
3082.031250	-108.493240
3084.960938	-106.477928
3087.890625	-107.549644
3090.820312	-103.558380
3093.750000	-101.638748
3096.679688	-103.202599
3099.609375	-98.610497
3102.539062	-95.599739
3105.468750	-98.430580
3108.398438	-100.796722
3111.328125	-94.331306
3114.257812	-95.376862
3117.187500	-91.747360
3120.117188	-84.820099
3123.046875	-81.525085
3125.976562	-76.793777
3128.906250	-67.236313
3131.835938	-49.294895
3134.765625	-36.570873
3137.695312	-37.278519
3140.625000	-52.554710
3143.554688	-67.790588
3146.484375	-76.428787
3149.414062	-81.867996
3152.343750	-83.639053
3155.273438	-85.148491
3158.203125	-88.667061
3161.132812	-95.501610
3164.062500	-103.122803
3166.992188	-100.090065
3169.921875	-98.623016
3172.851562	-98.737213
3175.781250	-99.312637
3178.710938	-100.071793
3181.640625	-102.811287
3184.570312	-108.388626
3187.500000	-108.935730
3190.429688	-107.859169
3193.359375	-106.721336
3196.289062	-104.790718
3199.218750	-105.256165
3202.148438	-108.921059
3205.078125	-112.892456
3208.007812	-113.246178
3210.937500	-117.518227
3213.867188	-126.377914
3216.796875	-113.500847
3219.726562	-108.897697
3222.656250	-108.484436
3225.585938	-114.818352
3228.515625	-115.698936
3231.445312	-107.118034
3234.375000	-106.398346
3237.304688	-110.733177
3240.234375	-113.096115
3243.164062	-108.631241
3246.093750	-107.810242
3249.023438	-108.196297
3251.953125	-108.034447
3254.882812	-108.794632
3257.812500	-110.887306
3260.742188	-110.401100
3263.671875	-108.110985
3266.601562	-107.516342
3269.531250	-108.463470
3272.460938	-109.348770
3275.390625	-109.713455
3278.320312	-111.373711
3281.250000	-115.553558
3284.179688	-121.073883
3287.109375	-125.121323
3290.039062	-124.338432
3292.968750	-116.419044
3295.898438	-113.777435
3298.828125	-115.021141
3301.757812	-119.887833
3304.687500	-124.806984
3307.617188	-128.592529
3310.546875	-130.748566
3313.476562	-119.405907
3316.406250	-115.873024
3319.335938	-115.575272
3322.265625	-117.467865
3325.195312	-119.955666
3328.125000	-109.798706
3331.054688	-102.592682
3333.984375	-106.616035
3336.914062	-118.505737
3339.843750	-118.426895
3342.773438	-117.701942
3345.703125	-119.727165
3348.632812	-127.724388
3351.562500	-124.573730
3354.492188	-123.365646
3357.421875	-125.279305
3360.351562	-119.546425
3363.281250	-119.045113
3366.210938	-120.120758
3369.140625	-115.484375
3372.070312	-114.622101
3375.000000	-119.364624
3377.929688	-117.286400
3380.859375	-114.087738
3383.789062	-120.064568
3386.718750	-116.876251
3389.648438	-108.570732
3392.578125	-107.355507
3395.507812	-112.180916
3398.437500	-118.872337
3401.367188	-108.030128
3404.296875	-105.922379
3407.226562	-106.556389
3410.156250	-107.401169
3413.085938	-110.525757
3416.015625	-123.087585
3418.945312	-106.103348
3421.875000	-102.085098
3424.804688	-102.261162
3427.734375	-104.487335
3430.664062	-103.968681
3433.593750	-102.571190
3436.523438	-103.380684
3439.453125	-106.401222
3442.382812	-111.920021
3445.312500	-120.322632
3448.242188	-113.141479
3451.171875	-110.969673
3454.101562	-113.824364
3457.031250	-119.507767
3459.960938	-117.985580
3462.890625	-114.732513
3465.820312	-110.996765
3468.750000	-110.500984
3471.679688	-109.210396
3474.609375	-105.767746
3477.539062	-106.505112
3480.468750	-110.189339
3483.398438	-104.563477
3486.328125	-104.130081
